Last Name,First Name*,ID,Confidential Ind,UST Email,Email1,Home Phone,Business Phone,Cell Phone,type,Street1,Street2,City,State,Zip,Nation,term,Course College,Course Department,crn,Course,Section,Course Title,Course Credits,Campus,Schedule,registration status,Registration Status,Final Grade,Grade Change Reason,Incomplete Extension Date,Repeat Course Ind,college,degree,Major,program,Primary Instructor ID,Primary Instructor Name,Instructor2 ID,Instructor2 Name
Last162,First156,170,,STUDENT169@GMAIL.COM,OTHER169@GMAIL.COM,,,,HM,,,,MN,,United States of America,201820,Grad Prog in Software Eng,Software Engineering,22168,SEIS733,1,Database Administratn Concepts,3,St Paul,Lecture,OR,**Web Registered**,,,,,SE,MS,Software Engineering,SE_GR_MS,101217464,"Armitage, Bradford C.",,
Last162,First110,171,,STUDENT170@GMAIL.COM,OTHER170@GMAIL.COM,,,,HM,,,,MN,,United States of America,201820,Grad Prog in Software Eng,Software Engineering,22150,SEIS630,2,Database Mgmt Systems & Design,3,St Paul,Lecture,RE,**Registered**,,,,,SE,MS,Data Science,SE_GR_MS,101054799,"Chiang, Chi-Lung  ",,
Last162,First110,171,,STUDENT170@GMAIL.COM,OTHER170@GMAIL.COM,,,,HM,,,,MN,,United States of America,201820,Grad Prog in Software Eng,Software Engineering,22218,SEIS631,3,Foundations of Data Analysis,3,St Paul,Lecture,OR,**Web Registered**,,,,,SE,MS,Data Science,SE_GR_MS,101156625,"Glancy, Aran W.",,
Last162,First156,170,,STUDENT169@GMAIL.COM,OTHER169@GMAIL.COM,,,,HM,,,,MN,,United States of America,201820,Grad Prog in Software Eng,Software Engineering,22158,SEIS636,1,Requirements Analysis,3,St Paul,Lecture,OR,**Web Registered**,,,,,SE,MS,Software Engineering,SE_GR_MS,101031087,"Gardner, Jan M.",,
Last162,First157,172,,STUDENT171@GMAIL.COM,OTHER171@GMAIL.COM,,,,HM,,,,MN,,United States of America,201820,Grad Prog in Software Eng,Software Engineering,22159,SEIS640,1,Operating Systems Design,3,St Paul,Face-to-Face 26-50% of time,OR,**Web Registered**,,,,,SE,MS,Software Engineering,SE_GR_MS,101125840,"Dorin, Michael A.",,
Last162,First157,172,,STUDENT171@GMAIL.COM,OTHER171@GMAIL.COM,,,,HM,,,,MN,,United States of America,201820,Grad Prog in Software Eng,Software Engineering,22145,SEIS625,1,Software Project Management,3,St Paul,Lecture,OR,**Web Registered**,,,,,SE,MS,Software Engineering,SE_GR_MS,101141617,"Aune, Aric B.",,
Last162,First158,173,,STUDENT172@GMAIL.COM,OTHER172@GMAIL.COM,,,,HM,,,,MN,,United States of America,201820,Grad Prog in Software Eng,Software Engineering,22161,SEIS663,1,IT Security and Networking,3,St Paul,Lecture,OR,**Web Registered**,,,,,SE,MS,Software Management,SE_GR_MS,100327251,"Mattox, Melinda J.",,
Last163,First159,174,,STUDENT173@GMAIL.COM,OTHER173@GMAIL.COM,,,,HM,,,,MN,,United States of America,201820,Grad Prog in Software Eng,Software Engineering,22164,SEIS665,1,Dev Ops & Cloud Infrastructure,3,St Paul,Lecture,OR,**Web Registered**,,,,,SE,MS,Software Engineering,SE_GR_MS,100216842,"Baker, Jason D.",,
Last164,First160,175,,STUDENT174@GMAIL.COM,OTHER174@GMAIL.COM,,,,HM,,,,MN,,United States of America,201820,Grad Prog in Software Eng,Software Engineering,22163,SEIS664,1,Information Tech. Delivery,3,St Paul,Lecture,OR,**Web Registered**,,,,,SE,MS,Information Technology,SE_GR_MS,100237351,"Betz, Charles T.",,
Last165,First140,176,,STUDENT175@GMAIL.COM,OTHER175@GMAIL.COM,,,,HM,,,,MN,,United States of America,201820,Grad Prog in Software Eng,Software Engineering,22149,SEIS630,1,Database Mgmt Systems & Design,3,St Paul,Lecture,OR,**Web Registered**,,,,,BU,MS,Business Analytics,BU_BA_MS,100407375,"Skochil, Jeffrey R.",,
Last165,First140,176,,STUDENT175@GMAIL.COM,OTHER175@GMAIL.COM,,,,HM,,,,MN,,United States of America,201820,Grad Prog in Software Eng,Software Engineering,22153,SEIS631,2,Foundations of Data Analysis,0,St Paul,Lecture,D2,Course Drop,,,,,BU,MS,Business Analytics,BU_BA_MS,100437129,"Eaton, Anne A.",,
Last166,First161,177,,STUDENT176@GMAIL.COM,OTHER176@GMAIL.COM,,,,HM,,,,MN,,United States of America,201820,Grad Prog in Software Eng,Software Engineering,22153,SEIS631,2,Foundations of Data Analysis,3,St Paul,Lecture,OR,**Web Registered**,,,,,SE,MS,Data Science,SE_GR_MS,100437129,"Eaton, Anne A.",,
Last167,First82,178,,STUDENT177@GMAIL.COM,OTHER177@GMAIL.COM,,,,HM,,,,MN,,United States of America,201820,Grad Prog in Software Eng,Software Engineering,22142,SEIS610,1,Software Engineering,3,St Paul,Lecture,OR,**Web Registered**,,,,,SE,MS,Data Science,SE_GR_MS,101125840,"Dorin, Michael A.",,
Last167,First82,178,,STUDENT177@GMAIL.COM,OTHER177@GMAIL.COM,,,,HM,,,,MN,,United States of America,201820,Grad Prog in Software Eng,Software Engineering,22139,SEIS603,3,Found. Software Dev-Python,3,St Paul,Lecture,OR,**Web Registered**,,,,,SE,MS,Data Science,SE_GR_MS,100376738,"Level, Eric V.",,
Last168,First162,179,,STUDENT178@GMAIL.COM,OTHER178@GMAIL.COM,,,,HM,,,,MN,,United States of America,201820,Grad Prog in Software Eng,Software Engineering,22149,SEIS630,1,Database Mgmt Systems & Design,3,St Paul,Lecture,OR,**Web Registered**,,,,,SE,MS,Data Science,SE_GR_MS,100407375,"Skochil, Jeffrey R.",,
Last168,First162,179,,STUDENT178@GMAIL.COM,OTHER178@GMAIL.COM,,,,HM,,,,MN,,United States of America,201820,Grad Prog in Software Eng,Software Engineering,22153,SEIS631,2,Foundations of Data Analysis,3,St Paul,Lecture,OR,**Web Registered**,,,,,SE,MS,Data Science,SE_GR_MS,100437129,"Eaton, Anne A.",,
Last169,First163,180,,STUDENT179@GMAIL.COM,OTHER179@GMAIL.COM,,,,HM,,,,MN,,United States of America,201820,Grad Prog in Software Eng,Software Engineering,22180,SEIS763,1,Machine Learning,3,St Paul,Lecture,OR,**Web Registered**,,,,,SE,MS,Data Science,SE_GR_MS,100408312,"Lai, Chih  ",,
Last169,First163,180,,STUDENT179@GMAIL.COM,OTHER179@GMAIL.COM,,,,HM,,,,MN,,United States of America,201820,Grad Prog in Software Eng,Software Engineering,22175,SEIS737,1,Big Data Management,3,St Paul,Lecture,OR,**Web Registered**,,,,,SE,MS,Data Science,SE_GR_MS,100820872,"Karacic, Mirza  ",,
Last170,First65,181,,STUDENT180@GMAIL.COM,OTHER180@GMAIL.COM,,,,HM,,,,MN,,United States of America,201820,Grad Prog in Software Eng,Software Engineering,22139,SEIS603,3,Found. Software Dev-Python,3,St Paul,Lecture,RE,**Registered**,,,,,SE,MS,Data Science,SE_GR_MS,100376738,"Level, Eric V.",,
Last170,First65,181,,STUDENT180@GMAIL.COM,OTHER180@GMAIL.COM,,,,HM,,,,MN,,United States of America,201820,Grad Prog in Software Eng,Software Engineering,22142,SEIS610,1,Software Engineering,3,St Paul,Lecture,OR,**Web Registered**,,,,,SE,MS,Data Science,SE_GR_MS,101125840,"Dorin, Michael A.",,
Last171,First164,182,,STUDENT181@GMAIL.COM,OTHER181@GMAIL.COM,,,,HM,,,,MN,,United States of America,201820,Grad Prog in Software Eng,Software Engineering,22139,SEIS603,3,Found. Software Dev-Python,3,St Paul,Lecture,OR,**Web Registered**,,,,,BU,MS,Business Analytics,BU_BA_MS,100376738,"Level, Eric V.",,
Last172,First165,183,,STUDENT182@GMAIL.COM,OTHER182@GMAIL.COM,,,,HM,,,,MN,,United States of America,201820,Grad Prog in Software Eng,Software Engineering,22173,SEIS734,2,Data Mining & Pred. Analytics,0,St Paul,Lecture,D2,Course Drop,,,,,BU,MBA,Business Administration,BU_PT_MBA,100408312,"Lai, Chih  ",,
Last173,First166,184,,STUDENT183@GMAIL.COM,OTHER183@GMAIL.COM,,,,HM,,,,MN,,United States of America,201820,Grad Prog in Software Eng,Software Engineering,22141,SEIS605,2,Technical Communications,3,St Paul,Lecture,OR,**Web Registered**,,,,,SE,MS,Software Engineering,SE_GR_MS,100293169,"Harvey, Dorian G.",,
Last173,First166,184,,STUDENT183@GMAIL.COM,OTHER183@GMAIL.COM,,,,HM,,,,MN,,United States of America,201820,Grad Prog in Software Eng,Software Engineering,22143,SEIS610,2,Software Engineering,3,St Paul,Lecture,OR,**Web Registered**,,,,,SE,MS,Software Engineering,SE_GR_MS,101054799,"Chiang, Chi-Lung  ",,
Last173,First166,184,,STUDENT183@GMAIL.COM,OTHER183@GMAIL.COM,,,,HM,,,,MN,,United States of America,201820,Grad Prog in Software Eng,Software Engineering,22135,SEIS601,2,Found. of Software Dev-Java,3,St Paul,Lecture,OR,**Web Registered**,,,,,SE,MS,Software Engineering,SE_GR_MS,101054799,"Chiang, Chi-Lung  ",,
Last174,First167,185,,STUDENT184@GMAIL.COM,OTHER184@GMAIL.COM,,,,HM,,,,,,India,201820,Grad Prog in Software Eng,Software Engineering,22218,SEIS631,3,Foundations of Data Analysis,3,St Paul,Lecture,RE,**Registered**,,,,,SE,MS,Data Science,SE_GR_MS,101156625,"Glancy, Aran W.",,
Last174,First167,185,,STUDENT184@GMAIL.COM,OTHER184@GMAIL.COM,,,,HM,,,,,,India,201820,Grad Prog in Software Eng,Software Engineering,22143,SEIS610,2,Software Engineering,3,St Paul,Lecture,RE,**Registered**,,,,,SE,MS,Data Science,SE_GR_MS,101054799,"Chiang, Chi-Lung  ",,
Last175,First168,186,,STUDENT185@GMAIL.COM,OTHER185@GMAIL.COM,,,,HM,,,,MN,,United States of America,201820,Grad Prog in Software Eng,Software Engineering,22218,SEIS631,3,Foundations of Data Analysis,3,St Paul,Lecture,RE,**Registered**,,,,,BU,CER,Business Analytics,BU_GR_CER,101156625,"Glancy, Aran W.",,
Last176,First169,187,,STUDENT186@GMAIL.COM,OTHER186@GMAIL.COM,,,,HM,,,,MN,,United States of America,201820,Grad Prog in Software Eng,Software Engineering,22144,SEIS610,3,Software Engineering,3,St Paul,Lecture,OR,**Web Registered**,,,,,SE,MS,Software Engineering,SE_GR_MS,101125840,"Dorin, Michael A.",,
Last177,First170,188,,STUDENT187@GMAIL.COM,OTHER187@GMAIL.COM,,,,HM,,,,MN,,United States of America,201820,Grad Prog in Software Eng,Software Engineering,22161,SEIS663,1,IT Security and Networking,3,St Paul,Lecture,OR,**Web Registered**,,,,,SE,MS,Software Engineering,SE_GR_MS,100327251,"Mattox, Melinda J.",,
Last177,First170,188,,STUDENT187@GMAIL.COM,OTHER187@GMAIL.COM,,,,HM,,,,MN,,United States of America,201820,Grad Prog in Software Eng,Software Engineering,22151,SEIS630,3,Database Mgmt Systems & Design,3,St Paul,Lecture,RE,**Registered**,,,,,SE,MS,Software Engineering,SE_GR_MS,101077360,"Iyer, Shankaran  ",,
Last177,First170,188,,STUDENT187@GMAIL.COM,OTHER187@GMAIL.COM,,,,HM,,,,MN,,United States of America,201820,Grad Prog in Software Eng,Software Engineering,22136,SEIS602,1,Intermediate Software Dev,3,St Paul,Lecture,OR,**Web Registered**,,,,,SE,MS,Software Engineering,SE_GR_MS,100360148,"Naqvi, Syed H.",,
Last178,First171,189,,STUDENT188@GMAIL.COM,OTHER188@GMAIL.COM,,,,HM,,,,MN,,United States of America,201820,Grad Prog in Software Eng,Software Engineering,22176,SEIS737,2,Big Data Management,3,St Paul,Lecture,RE,**Registered**,,,,,SE,MS,Data Science,SE_GR_MS,101003004,"Rege, Manjeet  ",,
Last178,First171,189,,STUDENT188@GMAIL.COM,OTHER188@GMAIL.COM,,,,HM,,,,MN,,United States of America,201820,Grad Prog in Software Eng,Software Engineering,22164,SEIS665,1,Dev Ops & Cloud Infrastructure,3,St Paul,Lecture,OR,**Web Registered**,,,,,SE,MS,Data Science,SE_GR_MS,100216842,"Baker, Jason D.",,
Last179,First172,190,,STUDENT189@GMAIL.COM,OTHER189@GMAIL.COM,,,,HM,,,,MN,,United States of America,201820,Grad Prog in Software Eng,Software Engineering,22152,SEIS631,1,Foundations of Data Analysis,3,St Paul,Lecture,RE,**Registered**,,,,,SE,MS,Data Science,SE_GR_MS,101190814,"Kubisiak, Kristine  ",,
Last180,First173,191,,STUDENT190@GMAIL.COM,OTHER190@GMAIL.COM,,,,HM,,,,MN,,United States of America,201820,Grad Prog in Software Eng,Software Engineering,22177,SEIS737,3,Big Data Management,3,St Paul,Lecture,RE,**Registered**,,,,,BU,MS,Business Analytics,BU_BA_MS,100407592,"Rahimi, Saeed K.",,
Last180,First173,191,,STUDENT190@GMAIL.COM,OTHER190@GMAIL.COM,,,,HM,,,,MN,,United States of America,201820,Grad Prog in Software Eng,Software Engineering,22153,SEIS631,2,Foundations of Data Analysis,3,St Paul,Lecture,RE,**Registered**,,,,,BU,MS,Business Analytics,BU_BA_MS,100437129,"Eaton, Anne A.",,
Last181,First77,192,,STUDENT191@GMAIL.COM,OTHER191@GMAIL.COM,,,,HM,,,,MN,,United States of America,201820,Grad Prog in Software Eng,Software Engineering,22168,SEIS733,1,Database Administratn Concepts,3,St Paul,Lecture,OR,**Web Registered**,,,,,SE,MS,Software Engineering,SE_GR_MS,101217464,"Armitage, Bradford C.",,
Last181,First77,192,,STUDENT191@GMAIL.COM,OTHER191@GMAIL.COM,,,,HM,,,,MN,,United States of America,201820,Grad Prog in Software Eng,Software Engineering,22167,SEIS732,2,Data Warehousing,3,St Paul,Lecture,OR,**Web Registered**,,,,,SE,MS,Software Engineering,SE_GR_MS,100375463,"Haug, Frank S.",,
Last182,First5,193,,STUDENT192@GMAIL.COM,OTHER192@GMAIL.COM,,,,HM,,,,MN,,United States of America,201820,Grad Prog in Software Eng,Software Engineering,22181,SEIS763,2,Machine Learning,3,St Paul,Lecture,OR,**Web Registered**,,,,,SE,MS,Data Science,SE_GR_MS,100408312,"Lai, Chih  ",,
Last183,First151,194,,STUDENT193@GMAIL.COM,OTHER193@GMAIL.COM,,,,HM,,,,MN,,United States of America,201820,Grad Prog in Software Eng,Software Engineering,22176,SEIS737,2,Big Data Management,3,St Paul,Lecture,OR,**Web Registered**,,,,,SE,MS,Software Engineering,SE_GR_MS,101003004,"Rege, Manjeet  ",,
Last184,First174,195,,STUDENT194@GMAIL.COM,OTHER194@GMAIL.COM,,,,HM,,,,MN,,United States of America,201820,Grad Prog in Software Eng,Software Engineering,22135,SEIS601,2,Found. of Software Dev-Java,3,St Paul,Lecture,OR,**Web Registered**,,,,,SE,MS,Information Technology,SE_GR_MS,101054799,"Chiang, Chi-Lung  ",,
Last184,First174,195,,STUDENT194@GMAIL.COM,OTHER194@GMAIL.COM,,,,HM,,,,MN,,United States of America,201820,Grad Prog in Software Eng,Software Engineering,22144,SEIS610,3,Software Engineering,3,St Paul,Lecture,OR,**Web Registered**,,,,,SE,MS,Information Technology,SE_GR_MS,101125840,"Dorin, Michael A.",,
Last185,First175,196,,STUDENT195@GMAIL.COM,OTHER195@GMAIL.COM,,,,,,,,,,,201820,Grad Prog in Software Eng,Software Engineering,22141,SEIS605,2,Technical Communications,3,St Paul,Lecture,OR,**Web Registered**,,,,,SE,MS,Software Engineering,SE_GR_MS,100293169,"Harvey, Dorian G.",,
Last185,First175,196,,STUDENT195@GMAIL.COM,OTHER195@GMAIL.COM,,,,,,,,,,,201820,Grad Prog in Software Eng,Software Engineering,22135,SEIS601,2,Found. of Software Dev-Java,3,St Paul,Lecture,OR,**Web Registered**,,,,,SE,MS,Software Engineering,SE_GR_MS,101054799,"Chiang, Chi-Lung  ",,
Last185,First175,196,,STUDENT195@GMAIL.COM,OTHER195@GMAIL.COM,,,,,,,,,,,201820,Grad Prog in Software Eng,Software Engineering,22140,SEIS605,1,Technical Communications,0,St Paul,Lecture,O2,Course Drop (Web),,,,,SE,MS,Software Engineering,SE_GR_MS,100819629,"Livingston, Kirk T.",,
Last186,First176,197,,STUDENT196@GMAIL.COM,OTHER196@GMAIL.COM,,,,HM,,,,MN,,United States of America,201820,Grad Prog in Software Eng,Software Engineering,22145,SEIS625,1,Software Project Management,3,St Paul,Lecture,OR,**Web Registered**,,,,,SE,MS,Data Science,SE_GR_MS,101141617,"Aune, Aric B.",,
Last186,First176,197,,STUDENT196@GMAIL.COM,OTHER196@GMAIL.COM,,,,HM,,,,MN,,United States of America,201820,Grad Prog in Software Eng,Software Engineering,22180,SEIS763,1,Machine Learning,3,St Paul,Lecture,OR,**Web Registered**,,,,,SE,MS,Data Science,SE_GR_MS,100408312,"Lai, Chih  ",,
Last187,First177,198,,STUDENT197@GMAIL.COM,OTHER197@GMAIL.COM,,,,HM,,,,MN,,United States of America,201820,Grad Prog in Software Eng,Software Engineering,22168,SEIS733,1,Database Administratn Concepts,0,St Paul,Lecture,O2,Course Drop (Web),,,,,SE,MS,Software Engineering,SE_GR_MS,101217464,"Armitage, Bradford C.",,
Last187,First177,198,,STUDENT197@GMAIL.COM,OTHER197@GMAIL.COM,,,,HM,,,,MN,,United States of America,201820,Grad Prog in Software Eng,Software Engineering,22177,SEIS737,3,Big Data Management,3,St Paul,Lecture,OR,**Web Registered**,,,,,SE,MS,Software Engineering,SE_GR_MS,100407592,"Rahimi, Saeed K.",,
Last188,First178,199,,STUDENT198@GMAIL.COM,OTHER198@GMAIL.COM,,,,HM,,,,MN,,United States of America,201820,Grad Prog in Software Eng,Software Engineering,22218,SEIS631,3,Foundations of Data Analysis,0,St Paul,Lecture,D2,Course Drop,,,,,BU,CER,Business Analytics,BU_GR_CER,101156625,"Glancy, Aran W.",,
Last189,First179,200,,STUDENT199@GMAIL.COM,OTHER199@GMAIL.COM,,,,HM,,,,MN,,United States of America,201820,Grad Prog in Software Eng,Software Engineering,22147,SEIS626,1,Sftw Quality Assurance/Control,3,St Paul,Lecture,OR,**Web Registered**,,,,,SE,MS,Software Management,SE_GR_MS,100375463,"Haug, Frank S.",,
Last189,First179,200,,STUDENT199@GMAIL.COM,OTHER199@GMAIL.COM,,,,HM,,,,MN,,United States of America,201820,Grad Prog in Software Eng,Software Engineering,22161,SEIS663,1,IT Security and Networking,3,St Paul,Lecture,OR,**Web Registered**,,,,,SE,MS,Software Management,SE_GR_MS,100327251,"Mattox, Melinda J.",,
Last190,First180,201,,STUDENT200@GMAIL.COM,OTHER200@GMAIL.COM,,,,HM,,,,MN,,United States of America,201820,Grad Prog in Software Eng,Software Engineering,22150,SEIS630,2,Database Mgmt Systems & Design,3,St Paul,Lecture,RE,**Registered**,,,,,SE,MS,Software Engineering,SE_GR_MS,101054799,"Chiang, Chi-Lung  ",,
Last190,First180,201,,STUDENT200@GMAIL.COM,OTHER200@GMAIL.COM,,,,HM,,,,MN,,United States of America,201820,Grad Prog in Software Eng,Software Engineering,22142,SEIS610,1,Software Engineering,3,St Paul,Lecture,OR,**Web Registered**,,,,,SE,MS,Software Engineering,SE_GR_MS,101125840,"Dorin, Michael A.",,
Last191,First181,202,,STUDENT201@GMAIL.COM,OTHER201@GMAIL.COM,,,,HM,,,,MN,,United States of America,201820,Grad Prog in Software Eng,Software Engineering,22172,SEIS734,1,Data Mining & Pred. Analytics,3,St Paul,Lecture,OR,**Web Registered**,,,,,SE,MS,Data Science,SE_GR_MS,100408312,"Lai, Chih  ",,
Last192,First182,203,,STUDENT202@GMAIL.COM,OTHER202@GMAIL.COM,,,,HM,,,,MN,,United States of America,201820,Grad Prog in Software Eng,Software Engineering,22180,SEIS763,1,Machine Learning,3,St Paul,Lecture,OR,**Web Registered**,,,,,SE,MS,Data Science,SE_GR_MS,100408312,"Lai, Chih  ",,
Last193,First116,204,,STUDENT203@GMAIL.COM,OTHER203@GMAIL.COM,,,,HM,,,,MN,,United States of America,201820,Grad Prog in Software Eng,Software Engineering,22144,SEIS610,3,Software Engineering,3,St Paul,Lecture,OR,**Web Registered**,,,,,SE,MS,Data Science,SE_GR_MS,101125840,"Dorin, Michael A.",,
Last193,First116,204,,STUDENT203@GMAIL.COM,OTHER203@GMAIL.COM,,,,HM,,,,MN,,United States of America,201820,Grad Prog in Software Eng,Software Engineering,22149,SEIS630,1,Database Mgmt Systems & Design,3,St Paul,Lecture,RE,**Registered**,,,,,SE,MS,Data Science,SE_GR_MS,100407375,"Skochil, Jeffrey R.",,
Last194,First183,205,,STUDENT204@GMAIL.COM,OTHER204@GMAIL.COM,,,,HM,,,,MN,,United States of America,201820,Grad Prog in Software Eng,Software Engineering,22147,SEIS626,1,Sftw Quality Assurance/Control,3,St Paul,Lecture,OR,**Web Registered**,,,,,SE,MS,Software Management,SE_GR_MS,100375463,"Haug, Frank S.",,
Last195,First184,206,,STUDENT205@GMAIL.COM,OTHER205@GMAIL.COM,,,,HM,,,,MN,,United States of America,201820,Grad Prog in Software Eng,Software Engineering,22150,SEIS630,2,Database Mgmt Systems & Design,3,St Paul,Lecture,OR,**Web Registered**,,,,,SE,MS,Data Science,SE_GR_MS,101054799,"Chiang, Chi-Lung  ",,
Last195,First184,206,,STUDENT205@GMAIL.COM,OTHER205@GMAIL.COM,,,,HM,,,,MN,,United States of America,201820,Grad Prog in Software Eng,Software Engineering,22156,SEIS632,3,Data Analytics & Visualization,3,St Paul,Lecture,OR,**Web Registered**,,,,,SE,MS,Data Science,SE_GR_MS,101003004,"Rege, Manjeet  ",,
Last196,First185,207,,STUDENT206@GMAIL.COM,OTHER206@GMAIL.COM,,,,HM,,,,MN,,United States of America,201820,Grad Prog in Software Eng,Software Engineering,22158,SEIS636,1,Requirements Analysis,3,St Paul,Lecture,OR,**Web Registered**,,,,,SE,MS,Information Technology,SE_GR_MS,101031087,"Gardner, Jan M.",,
Last196,First185,207,,STUDENT206@GMAIL.COM,OTHER206@GMAIL.COM,,,,HM,,,,MN,,United States of America,201820,Grad Prog in Software Eng,Software Engineering,22147,SEIS626,1,Sftw Quality Assurance/Control,3,St Paul,Lecture,OR,**Web Registered**,,,,,SE,MS,Information Technology,SE_GR_MS,100375463,"Haug, Frank S.",,
Last197,First186,208,,STUDENT207@GMAIL.COM,OTHER207@GMAIL.COM,,,,HM,,,,MN,,United States of America,201820,Grad Prog in Software Eng,Software Engineering,22841,SEIS603,4,Found. Software Dev-Python,3,St Paul,Lecture,OR,**Web Registered**,,,,,SE,MS,Data Science,SE_GR_MS,101214279,"Chetty, Damodar  ",,
Last197,First186,208,,STUDENT207@GMAIL.COM,OTHER207@GMAIL.COM,,,,HM,,,,MN,,United States of America,201820,Grad Prog in Software Eng,Software Engineering,22143,SEIS610,2,Software Engineering,3,St Paul,Lecture,OR,**Web Registered**,,,,,SE,MS,Data Science,SE_GR_MS,101054799,"Chiang, Chi-Lung  ",,
Last197,First187,209,,STUDENT208@GMAIL.COM,OTHER208@GMAIL.COM,,,,HM,,,,MN,,United States of America,201820,Grad Prog in Software Eng,Software Engineering,22158,SEIS636,1,Requirements Analysis,3,St Paul,Lecture,OR,**Web Registered**,,,,,SE,MS,Software Engineering,SE_GR_MS,101031087,"Gardner, Jan M.",,
Last197,First188,210,,STUDENT209@GMAIL.COM,OTHER209@GMAIL.COM,,,,HM,,,,MN,,United States of America,201820,Grad Prog in Software Eng,Software Engineering,22218,SEIS631,3,Foundations of Data Analysis,3,St Paul,Lecture,OR,**Web Registered**,,,,,SE,MS,Information Technology,SE_GR_MS,101156625,"Glancy, Aran W.",,
Last197,First186,208,,STUDENT207@GMAIL.COM,OTHER207@GMAIL.COM,,,,HM,,,,MN,,United States of America,201820,Grad Prog in Software Eng,Software Engineering,22144,SEIS610,3,Software Engineering,0,St Paul,Lecture,O2,Course Drop (Web),,,,,SE,MS,Data Science,SE_GR_MS,101125840,"Dorin, Michael A.",,
Last197,First187,209,,STUDENT208@GMAIL.COM,OTHER208@GMAIL.COM,,,,HM,,,,MN,,United States of America,201820,Grad Prog in Software Eng,Software Engineering,22146,SEIS625,2,Software Project Management,0,St Paul,Lecture,O2,Course Drop (Web),,,,,SE,MS,Software Engineering,SE_GR_MS,100360148,"Naqvi, Syed H.",,
Last197,First189,211,,STUDENT210@GMAIL.COM,OTHER210@GMAIL.COM,,,,HM,,,,MN,,United States of America,201820,Grad Prog in Software Eng,Software Engineering,22160,SEIS662,1,Enterprise Resource Planning,3,St Paul,Lecture,OR,**Web Registered**,,,,,SE,MS,Information Technology,SE_GR_MS,100968454,"Gamble, William H.",,
Last197,First186,208,,STUDENT207@GMAIL.COM,OTHER207@GMAIL.COM,,,,HM,,,,MN,,United States of America,201820,Grad Prog in Software Eng,Software Engineering,22154,SEIS632,1,Data Analytics & Visualization,0,St Paul,Lecture,O2,Course Drop (Web),,,,,SE,MS,Data Science,SE_GR_MS,101003004,"Rege, Manjeet  ",,
Last197,First186,208,,STUDENT207@GMAIL.COM,OTHER207@GMAIL.COM,,,,HM,,,,MN,,United States of America,201820,Grad Prog in Software Eng,Software Engineering,22156,SEIS632,3,Data Analytics & Visualization,0,St Paul,Lecture,O2,Course Drop (Web),,,,,SE,MS,Data Science,SE_GR_MS,101003004,"Rege, Manjeet  ",,
Last197,First187,209,,STUDENT208@GMAIL.COM,OTHER208@GMAIL.COM,,,,HM,,,,MN,,United States of America,201820,Grad Prog in Software Eng,Software Engineering,22148,SEIS626,2,Sftw Quality Assurance/Control,3,St Paul,Lecture,OR,**Web Registered**,,,,,SE,MS,Software Engineering,SE_GR_MS,100375463,"Haug, Frank S.",,
Last198,First190,212,,STUDENT211@GMAIL.COM,OTHER211@GMAIL.COM,,,,HM,,,,MN,,United States of America,201820,Grad Prog in Software Eng,Software Engineering,22156,SEIS632,3,Data Analytics & Visualization,3,St Paul,Lecture,RE,**Registered**,,,,,BU,MS,Business Analytics,BU_BA_MS,101003004,"Rege, Manjeet  ",,
Last198,First190,212,,STUDENT211@GMAIL.COM,OTHER211@GMAIL.COM,,,,HM,,,,MN,,United States of America,201820,Grad Prog in Software Eng,Software Engineering,22152,SEIS631,1,Foundations of Data Analysis,3,St Paul,Lecture,RE,**Registered**,,,,,BU,MS,Business Analytics,BU_BA_MS,101190814,"Kubisiak, Kristine  ",,
Last199,First191,213,,STUDENT212@GMAIL.COM,OTHER212@GMAIL.COM,,,,HM,,,,,,China,201820,Grad Prog in Software Eng,Software Engineering,22149,SEIS630,1,Database Mgmt Systems & Design,3,St Paul,Lecture,RE,**Registered**,,,,,SE,MS,Data Science,SE_GR_MS,100407375,"Skochil, Jeffrey R.",,
Last199,First191,213,,STUDENT212@GMAIL.COM,OTHER212@GMAIL.COM,,,,HM,,,,,,China,201820,Grad Prog in Software Eng,Software Engineering,22139,SEIS603,3,Found. Software Dev-Python,3,St Paul,Lecture,RE,**Registered**,,,,,SE,MS,Data Science,SE_GR_MS,100376738,"Level, Eric V.",,
Last199,First191,213,,STUDENT212@GMAIL.COM,OTHER212@GMAIL.COM,,,,HM,,,,,,China,201820,Grad Prog in Software Eng,Software Engineering,22155,SEIS632,2,Data Analytics & Visualization,0,St Paul,Lecture,O2,Course Drop (Web),,,,,SE,MS,Data Science,SE_GR_MS,101003004,"Rege, Manjeet  ",,
Last200,First192,214,,STUDENT213@GMAIL.COM,OTHER213@GMAIL.COM,,,,HM,,,,MN,,United States of America,201820,Grad Prog in Software Eng,Software Engineering,22153,SEIS631,2,Foundations of Data Analysis,3,St Paul,Lecture,OR,**Web Registered**,,,,,SE,MS,Data Science,SE_GR_MS,100437129,"Eaton, Anne A.",,
Last200,First193,215,,STUDENT214@GMAIL.COM,OTHER214@GMAIL.COM,,,,HM,,,,MN,,United States of America,201820,Grad Prog in Software Eng,Software Engineering,22174,SEIS736,1,Big Data Architecture,3,St Paul,Lecture,OR,**Web Registered**,,,,,SE,MS,Software Engineering,SE_GR_MS,100464521,"Noland, Brock D.",,
